,imageName,imageOrigin,xBudCenter,yBudCenter,radio,class,type
21308,/home/wences/Documents/corpus-26000/corpus-26000-bc/21203.jpg,0676.jpg,2368,2240,400,False,0
21309,/home/wences/Documents/corpus-26000/corpus-26000-bc/21204.jpg,0676.jpg,2568,1840,400,False,0
21310,/home/wences/Documents/corpus-26000/corpus-26000-bc/21205.jpg,0676.jpg,2568,2040,400,False,0
21311,/home/wences/Documents/corpus-26000/corpus-26000-bc/21206.jpg,0676.jpg,2568,2240,400,False,0
21312,/home/wences/Documents/corpus-26000/corpus-26000-bc/21207.jpg,0676.jpg,2768,1840,400,False,0
21313,/home/wences/Documents/corpus-26000/corpus-26000-bc/21208.jpg,0676.jpg,2768,2040,400,False,0
21314,/home/wences/Documents/corpus-26000/corpus-26000-bc/21209.jpg,0676.jpg,2768,2240,400,False,0
21315,/home/wences/Documents/corpus-26000/corpus-26000-bc/21210.jpg,0676.jpg,2968,1440,400,False,0
21316,/home/wences/Documents/corpus-26000/corpus-26000-bc/21211.jpg,0676.jpg,2968,1640,400,False,0
21317,/home/wences/Documents/corpus-26000/corpus-26000-bc/21212.jpg,0676.jpg,2968,1840,400,False,0
21318,/home/wences/Documents/corpus-26000/corpus-26000-bc/21213.jpg,0676.jpg,2968,2040,400,False,0
21319,/home/wences/Documents/corpus-26000/corpus-26000-bc/21214.jpg,0676.jpg,3168,1440,400,False,0
21320,/home/wences/Documents/corpus-26000/corpus-26000-bc/21215.jpg,0676.jpg,3168,1640,400,False,0
21321,/home/wences/Documents/corpus-26000/corpus-26000-bc/21216.jpg,0676.jpg,3168,1840,400,False,0
21322,/home/wences/Documents/corpus-26000/corpus-26000-bc/21217.jpg,0676.jpg,3368,1240,400,False,0
21323,/home/wences/Documents/corpus-26000/corpus-26000-bc/21218.jpg,0676.jpg,3368,1440,400,False,0
21324,/home/wences/Documents/corpus-26000/corpus-26000-bc/21219.jpg,0676.jpg,3368,1640,400,False,0
21325,/home/wences/Documents/corpus-26000/corpus-26000-bc/21220.jpg,0676.jpg,3368,1840,400,False,0
21326,/home/wences/Documents/corpus-26000/corpus-26000-bc/21221.jpg,0676.jpg,3568,1240,400,False,0
21327,/home/wences/Documents/corpus-26000/corpus-26000-bc/21222.jpg,0676.jpg,3568,1440,400,False,0
21328,/home/wences/Documents/corpus-26000/corpus-26000-bc/21223.jpg,0676.jpg,3568,1640,400,False,0
21329,/home/wences/Documents/corpus-26000/corpus-26000-bc/21225.jpg,0677.jpg,1052,1308,400,False,0
21330,/home/wences/Documents/corpus-26000/corpus-26000-bc/21226.jpg,0677.jpg,1252,1108,400,False,0
21331,/home/wences/Documents/corpus-26000/corpus-26000-bc/21227.jpg,0677.jpg,1252,1308,400,False,0
21332,/home/wences/Documents/corpus-26000/corpus-26000-bc/21228.jpg,0677.jpg,1452,1108,400,False,0
21333,/home/wences/Documents/corpus-26000/corpus-26000-bc/21229.jpg,0677.jpg,1452,1308,400,False,0
21334,/home/wences/Documents/corpus-26000/corpus-26000-bc/21230.jpg,0677.jpg,1652,1108,400,False,0
21335,/home/wences/Documents/corpus-26000/corpus-26000-bc/21231.jpg,0677.jpg,1652,1308,400,False,0
21336,/home/wences/Documents/corpus-26000/corpus-26000-bc/21232.jpg,0677.jpg,1852,1108,400,False,0
21337,/home/wences/Documents/corpus-26000/corpus-26000-bc/21233.jpg,0677.jpg,1852,1308,400,False,0
21338,/home/wences/Documents/corpus-26000/corpus-26000-bc/21234.jpg,0677.jpg,2052,1108,400,False,0
21339,/home/wences/Documents/corpus-26000/corpus-26000-bc/21235.jpg,0677.jpg,2052,1308,400,False,0
21340,/home/wences/Documents/corpus-26000/corpus-26000-bc/21236.jpg,0677.jpg,2252,1108,400,False,0
21341,/home/wences/Documents/corpus-26000/corpus-26000-bc/21237.jpg,0677.jpg,2252,1308,400,False,0
21342,/home/wences/Documents/corpus-26000/corpus-26000-bc/21238.jpg,0677.jpg,2452,1108,400,False,0
21343,/home/wences/Documents/corpus-26000/corpus-26000-bc/21239.jpg,0677.jpg,2452,1308,400,False,0
21344,/home/wences/Documents/corpus-26000/corpus-26000-bc/21240.jpg,0677.jpg,2652,908,400,False,0
21345,/home/wences/Documents/corpus-26000/corpus-26000-bc/21241.jpg,0677.jpg,2652,1108,400,False,0
21346,/home/wences/Documents/corpus-26000/corpus-26000-bc/21242.jpg,0677.jpg,2652,1308,400,False,0
21347,/home/wences/Documents/corpus-26000/corpus-26000-bc/21243.jpg,0677.jpg,2852,908,400,False,0
21348,/home/wences/Documents/corpus-26000/corpus-26000-bc/21244.jpg,0677.jpg,2852,1108,400,False,0
21349,/home/wences/Documents/corpus-26000/corpus-26000-bc/21245.jpg,0677.jpg,2852,1308,400,False,0
21350,/home/wences/Documents/corpus-26000/corpus-26000-bc/21246.jpg,0677.jpg,3052,908,400,False,0
21351,/home/wences/Documents/corpus-26000/corpus-26000-bc/21247.jpg,0677.jpg,3052,1108,400,False,0
21352,/home/wences/Documents/corpus-26000/corpus-26000-bc/21248.jpg,0677.jpg,3052,1308,400,False,0
21353,/home/wences/Documents/corpus-26000/corpus-26000-bc/21249.jpg,0677.jpg,3252,908,400,False,0
21354,/home/wences/Documents/corpus-26000/corpus-26000-bc/21250.jpg,0677.jpg,3252,1108,400,False,0
21355,/home/wences/Documents/corpus-26000/corpus-26000-bc/21251.jpg,0677.jpg,3252,1308,400,False,0
21356,/home/wences/Documents/corpus-26000/corpus-26000-bc/21252.jpg,0677.jpg,3452,708,400,False,0
21357,/home/wences/Documents/corpus-26000/corpus-26000-bc/21253.jpg,0677.jpg,3452,908,400,False,0
21358,/home/wences/Documents/corpus-26000/corpus-26000-bc/21254.jpg,0677.jpg,3452,1108,400,False,0
21359,/home/wences/Documents/corpus-26000/corpus-26000-bc/21255.jpg,0677.jpg,3452,1308,400,False,0
21360,/home/wences/Documents/corpus-26000/corpus-26000-bc/21256.jpg,0677.jpg,3652,708,400,False,0
21361,/home/wences/Documents/corpus-26000/corpus-26000-bc/21257.jpg,0677.jpg,3652,908,400,False,0
21362,/home/wences/Documents/corpus-26000/corpus-26000-bc/21258.jpg,0677.jpg,3652,1108,400,False,0
21363,/home/wences/Documents/corpus-26000/corpus-26000-bc/21259.jpg,0677.jpg,3852,708,400,False,0
21364,/home/wences/Documents/corpus-26000/corpus-26000-bc/21260.jpg,0677.jpg,3852,908,400,False,0
21365,/home/wences/Documents/corpus-26000/corpus-26000-bc/21261.jpg,0677.jpg,3852,1108,400,False,0
21366,/home/wences/Documents/corpus-26000/corpus-26000-bc/21262.jpg,0677.jpg,4052,708,400,False,0
21367,/home/wences/Documents/corpus-26000/corpus-26000-bc/21263.jpg,0677.jpg,4052,908,400,False,0
21368,/home/wences/Documents/corpus-26000/corpus-26000-bc/21264.jpg,0677.jpg,4252,708,400,False,0
21369,/home/wences/Documents/corpus-26000/corpus-26000-bc/21265.jpg,0677.jpg,4252,908,400,False,0
21370,/home/wences/Documents/corpus-26000/corpus-26000-bc/21266.jpg,0677.jpg,4452,508,400,False,0
21399,/home/wences/Documents/corpus-26000/corpus-26000-bc/21297.jpg,0679.jpg,2088,2676,300,False,0
21400,/home/wences/Documents/corpus-26000/corpus-26000-bc/21298.jpg,0679.jpg,2288,1876,300,False,0
21401,/home/wences/Documents/corpus-26000/corpus-26000-bc/21299.jpg,0679.jpg,2288,2076,300,False,0
21402,/home/wences/Documents/corpus-26000/corpus-26000-bc/21300.jpg,0679.jpg,2288,2276,300,False,0
21403,/home/wences/Documents/corpus-26000/corpus-26000-bc/21301.jpg,0679.jpg,2288,2476,300,False,0
21404,/home/wences/Documents/corpus-26000/corpus-26000-bc/21302.jpg,0679.jpg,2288,2676,300,False,0
21405,/home/wences/Documents/corpus-26000/corpus-26000-bc/21303.jpg,0679.jpg,2488,1876,300,False,0
21406,/home/wences/Documents/corpus-26000/corpus-26000-bc/21304.jpg,0679.jpg,2488,2076,300,False,0
21407,/home/wences/Documents/corpus-26000/corpus-26000-bc/21305.jpg,0679.jpg,2488,2276,300,False,0
21408,/home/wences/Documents/corpus-26000/corpus-26000-bc/21306.jpg,0679.jpg,2488,2476,300,False,0
21409,/home/wences/Documents/corpus-26000/corpus-26000-bc/21307.jpg,0679.jpg,2488,2676,300,False,0
21410,/home/wences/Documents/corpus-26000/corpus-26000-bc/21308.jpg,0679.jpg,2688,1676,300,False,0
21411,/home/wences/Documents/corpus-26000/corpus-26000-bc/21309.jpg,0679.jpg,2688,1876,300,False,0
21412,/home/wences/Documents/corpus-26000/corpus-26000-bc/21310.jpg,0679.jpg,2688,2076,300,False,0
21413,/home/wences/Documents/corpus-26000/corpus-26000-bc/21311.jpg,0679.jpg,2688,2276,300,False,0
21414,/home/wences/Documents/corpus-26000/corpus-26000-bc/21312.jpg,0679.jpg,2688,2476,300,False,0
21415,/home/wences/Documents/corpus-26000/corpus-26000-bc/21313.jpg,0679.jpg,2688,2676,300,False,0
21416,/home/wences/Documents/corpus-26000/corpus-26000-bc/21314.jpg,0679.jpg,2888,876,300,False,0
21417,/home/wences/Documents/corpus-26000/corpus-26000-bc/21315.jpg,0679.jpg,2888,1076,300,False,0
21418,/home/wences/Documents/corpus-26000/corpus-26000-bc/21316.jpg,0679.jpg,2888,1276,300,False,0
21419,/home/wences/Documents/corpus-26000/corpus-26000-bc/21317.jpg,0679.jpg,2888,1476,300,False,0
21420,/home/wences/Documents/corpus-26000/corpus-26000-bc/21318.jpg,0679.jpg,2888,1676,300,False,0
21421,/home/wences/Documents/corpus-26000/corpus-26000-bc/21319.jpg,0679.jpg,2888,1876,300,False,0
21422,/home/wences/Documents/corpus-26000/corpus-26000-bc/21320.jpg,0679.jpg,2888,2076,300,False,0
21423,/home/wences/Documents/corpus-26000/corpus-26000-bc/21321.jpg,0679.jpg,2888,2276,300,False,0
21424,/home/wences/Documents/corpus-26000/corpus-26000-bc/21322.jpg,0679.jpg,2888,2476,300,False,0
21425,/home/wences/Documents/corpus-26000/corpus-26000-bc/21323.jpg,0679.jpg,3088,476,300,False,0
21426,/home/wences/Documents/corpus-26000/corpus-26000-bc/21324.jpg,0679.jpg,3088,676,300,False,0
21427,/home/wences/Documents/corpus-26000/corpus-26000-bc/21325.jpg,0679.jpg,3088,876,300,False,0
21428,/home/wences/Documents/corpus-26000/corpus-26000-bc/21326.jpg,0679.jpg,3088,1076,300,False,0
21429,/home/wences/Documents/corpus-26000/corpus-26000-bc/21327.jpg,0679.jpg,3088,1276,300,False,0
21430,/home/wences/Documents/corpus-26000/corpus-26000-bc/21328.jpg,0679.jpg,3088,1476,300,False,0
21431,/home/wences/Documents/corpus-26000/corpus-26000-bc/21329.jpg,0679.jpg,3088,1676,300,False,0
21432,/home/wences/Documents/corpus-26000/corpus-26000-bc/21330.jpg,0679.jpg,3088,1876,300,False,0
21433,/home/wences/Documents/corpus-26000/corpus-26000-bc/21331.jpg,0679.jpg,3088,2076,300,False,0
21434,/home/wences/Documents/corpus-26000/corpus-26000-bc/21332.jpg,0679.jpg,3288,276,300,False,0
21435,/home/wences/Documents/corpus-26000/corpus-26000-bc/21333.jpg,0679.jpg,3288,476,300,False,0
21436,/home/wences/Documents/corpus-26000/corpus-26000-bc/21334.jpg,0679.jpg,3288,676,300,False,0
21437,/home/wences/Documents/corpus-26000/corpus-26000-bc/21335.jpg,0679.jpg,3288,876,300,False,0
21438,/home/wences/Documents/corpus-26000/corpus-26000-bc/21336.jpg,0679.jpg,3288,1076,300,False,0
21439,/home/wences/Documents/corpus-26000/corpus-26000-bc/21337.jpg,0679.jpg,3288,1276,300,False,0
21440,/home/wences/Documents/corpus-26000/corpus-26000-bc/21338.jpg,0679.jpg,3288,1476,300,False,0
21441,/home/wences/Documents/corpus-26000/corpus-26000-bc/21339.jpg,0679.jpg,3488,276,300,False,0
21442,/home/wences/Documents/corpus-26000/corpus-26000-bc/21340.jpg,0679.jpg,3488,476,300,False,0
21443,/home/wences/Documents/corpus-26000/corpus-26000-bc/21341.jpg,0679.jpg,3488,676,300,False,0
21444,/home/wences/Documents/corpus-26000/corpus-26000-bc/21342.jpg,0679.jpg,3488,876,300,False,0
21445,/home/wences/Documents/corpus-26000/corpus-26000-bc/21343.jpg,0679.jpg,3688,476,300,False,0
21446,/home/wences/Documents/corpus-26000/corpus-26000-bc/21344.jpg,0679.jpg,2236,1736,300,False,0
21447,/home/wences/Documents/corpus-26000/corpus-26000-bc/21345.jpg,0679.jpg,2236,1936,300,False,0
21448,/home/wences/Documents/corpus-26000/corpus-26000-bc/21346.jpg,0679.jpg,2436,1736,300,False,0
21449,/home/wences/Documents/corpus-26000/corpus-26000-bc/21347.jpg,0679.jpg,2436,1936,300,False,0
21450,/home/wences/Documents/corpus-26000/corpus-26000-bc/21348.jpg,0679.jpg,2636,1736,300,False,0
21451,/home/wences/Documents/corpus-26000/corpus-26000-bc/21349.jpg,0679.jpg,2636,1936,300,False,0
21452,/home/wences/Documents/corpus-26000/corpus-26000-bc/21351.jpg,0680.jpg,2028,1808,400,False,0
21453,/home/wences/Documents/corpus-26000/corpus-26000-bc/21352.jpg,0680.jpg,2028,2008,400,False,0
21454,/home/wences/Documents/corpus-26000/corpus-26000-bc/21353.jpg,0680.jpg,2028,2208,400,False,0
21455,/home/wences/Documents/corpus-26000/corpus-26000-bc/21354.jpg,0680.jpg,2028,2408,400,False,0
21456,/home/wences/Documents/corpus-26000/corpus-26000-bc/21355.jpg,0680.jpg,2228,1408,400,False,0
21457,/home/wences/Documents/corpus-26000/corpus-26000-bc/21356.jpg,0680.jpg,2228,1608,400,False,0
21458,/home/wences/Documents/corpus-26000/corpus-26000-bc/21357.jpg,0680.jpg,2228,1808,400,False,0
21459,/home/wences/Documents/corpus-26000/corpus-26000-bc/21358.jpg,0680.jpg,2228,2008,400,False,0
21460,/home/wences/Documents/corpus-26000/corpus-26000-bc/21359.jpg,0680.jpg,2228,2208,400,False,0
21461,/home/wences/Documents/corpus-26000/corpus-26000-bc/21360.jpg,0680.jpg,2228,2408,400,False,0
21462,/home/wences/Documents/corpus-26000/corpus-26000-bc/21361.jpg,0680.jpg,2228,2608,400,False,0
21463,/home/wences/Documents/corpus-26000/corpus-26000-bc/21362.jpg,0680.jpg,2428,2008,400,False,0
21464,/home/wences/Documents/corpus-26000/corpus-26000-bc/21363.jpg,0680.jpg,2428,2208,400,False,0
21465,/home/wences/Documents/corpus-26000/corpus-26000-bc/21364.jpg,0680.jpg,2428,2408,400,False,0
21466,/home/wences/Documents/corpus-26000/corpus-26000-bc/21365.jpg,0680.jpg,2428,2608,400,False,0
21467,/home/wences/Documents/corpus-26000/corpus-26000-bc/21366.jpg,0680.jpg,2628,2008,400,False,0
21468,/home/wences/Documents/corpus-26000/corpus-26000-bc/21367.jpg,0680.jpg,2628,2208,400,False,0
21469,/home/wences/Documents/corpus-26000/corpus-26000-bc/21368.jpg,0680.jpg,2628,2408,400,False,0
21470,/home/wences/Documents/corpus-26000/corpus-26000-bc/21369.jpg,0680.jpg,2628,2608,400,False,0
21471,/home/wences/Documents/corpus-26000/corpus-26000-bc/21370.jpg,0680.jpg,2828,2008,400,False,0
21472,/home/wences/Documents/corpus-26000/corpus-26000-bc/21371.jpg,0680.jpg,2828,2208,400,False,0
21473,/home/wences/Documents/corpus-26000/corpus-26000-bc/21372.jpg,0680.jpg,2828,2408,400,False,0
21474,/home/wences/Documents/corpus-26000/corpus-26000-bc/21373.jpg,0680.jpg,2828,2608,400,False,0
21475,/home/wences/Documents/corpus-26000/corpus-26000-bc/21374.jpg,0680.jpg,3028,408,400,False,0
21476,/home/wences/Documents/corpus-26000/corpus-26000-bc/21375.jpg,0680.jpg,3028,608,400,False,0
21477,/home/wences/Documents/corpus-26000/corpus-26000-bc/21376.jpg,0680.jpg,3028,808,400,False,0
21478,/home/wences/Documents/corpus-26000/corpus-26000-bc/21377.jpg,0680.jpg,3028,2008,400,False,0
21479,/home/wences/Documents/corpus-26000/corpus-26000-bc/21378.jpg,0680.jpg,3028,2208,400,False,0
21480,/home/wences/Documents/corpus-26000/corpus-26000-bc/21379.jpg,0680.jpg,3028,2408,400,False,0
21481,/home/wences/Documents/corpus-26000/corpus-26000-bc/21380.jpg,0680.jpg,3028,2608,400,False,0
21482,/home/wences/Documents/corpus-26000/corpus-26000-bc/21381.jpg,0680.jpg,3228,408,400,False,0
21483,/home/wences/Documents/corpus-26000/corpus-26000-bc/21382.jpg,0680.jpg,3228,608,400,False,0
21484,/home/wences/Documents/corpus-26000/corpus-26000-bc/21383.jpg,0680.jpg,3228,808,400,False,0
21485,/home/wences/Documents/corpus-26000/corpus-26000-bc/21384.jpg,0680.jpg,3228,1008,400,False,0
21486,/home/wences/Documents/corpus-26000/corpus-26000-bc/21385.jpg,0680.jpg,3228,1208,400,False,0
21487,/home/wences/Documents/corpus-26000/corpus-26000-bc/21386.jpg,0680.jpg,3228,1408,400,False,0
21488,/home/wences/Documents/corpus-26000/corpus-26000-bc/21387.jpg,0680.jpg,3228,1608,400,False,0
21489,/home/wences/Documents/corpus-26000/corpus-26000-bc/21388.jpg,0680.jpg,3228,1808,400,False,0
21490,/home/wences/Documents/corpus-26000/corpus-26000-bc/21389.jpg,0680.jpg,3228,2008,400,False,0
21491,/home/wences/Documents/corpus-26000/corpus-26000-bc/21390.jpg,0680.jpg,3228,2208,400,False,0
21492,/home/wences/Documents/corpus-26000/corpus-26000-bc/21391.jpg,0680.jpg,3228,2408,400,False,0
21493,/home/wences/Documents/corpus-26000/corpus-26000-bc/21392.jpg,0680.jpg,3428,408,400,False,0
21494,/home/wences/Documents/corpus-26000/corpus-26000-bc/21393.jpg,0680.jpg,3428,608,400,False,0
21495,/home/wences/Documents/corpus-26000/corpus-26000-bc/21394.jpg,0680.jpg,3428,808,400,False,0
21496,/home/wences/Documents/corpus-26000/corpus-26000-bc/21395.jpg,0680.jpg,3428,1008,400,False,0
21497,/home/wences/Documents/corpus-26000/corpus-26000-bc/21396.jpg,0680.jpg,3428,1208,400,False,0
21498,/home/wences/Documents/corpus-26000/corpus-26000-bc/21397.jpg,0680.jpg,3428,1408,400,False,0
21499,/home/wences/Documents/corpus-26000/corpus-26000-bc/21398.jpg,0680.jpg,3428,1608,400,False,0
21500,/home/wences/Documents/corpus-26000/corpus-26000-bc/21399.jpg,0680.jpg,3628,408,400,False,0
21501,/home/wences/Documents/corpus-26000/corpus-26000-bc/21400.jpg,0680.jpg,3628,608,400,False,0
21502,/home/wences/Documents/corpus-26000/corpus-26000-bc/21401.jpg,0680.jpg,3628,808,400,False,0
21503,/home/wences/Documents/corpus-26000/corpus-26000-bc/21402.jpg,0680.jpg,3828,408,400,False,0
21504,/home/wences/Documents/corpus-26000/corpus-26000-bc/21403.jpg,0680.jpg,2420,1472,400,False,0
21505,/home/wences/Documents/corpus-26000/corpus-26000-bc/21404.jpg,0680.jpg,2420,1672,400,False,0
21506,/home/wences/Documents/corpus-26000/corpus-26000-bc/21405.jpg,0680.jpg,2420,1872,400,False,0
21507,/home/wences/Documents/corpus-26000/corpus-26000-bc/21407.jpg,0681.jpg,1232,524,400,False,0
21508,/home/wences/Documents/corpus-26000/corpus-26000-bc/21408.jpg,0681.jpg,1232,1524,400,False,0
21509,/home/wences/Documents/corpus-26000/corpus-26000-bc/21409.jpg,0681.jpg,1232,1724,400,False,0
21510,/home/wences/Documents/corpus-26000/corpus-26000-bc/21410.jpg,0681.jpg,1232,1924,400,False,0
21511,/home/wences/Documents/corpus-26000/corpus-26000-bc/21411.jpg,0681.jpg,1232,2124,400,False,0
21512,/home/wences/Documents/corpus-26000/corpus-26000-bc/21412.jpg,0681.jpg,1432,524,400,False,0
21513,/home/wences/Documents/corpus-26000/corpus-26000-bc/21413.jpg,0681.jpg,1432,924,400,False,0
21514,/home/wences/Documents/corpus-26000/corpus-26000-bc/21414.jpg,0681.jpg,1432,1324,400,False,0
21515,/home/wences/Documents/corpus-26000/corpus-26000-bc/21415.jpg,0681.jpg,1432,1524,400,False,0
21516,/home/wences/Documents/corpus-26000/corpus-26000-bc/21416.jpg,0681.jpg,1432,1724,400,False,0
21517,/home/wences/Documents/corpus-26000/corpus-26000-bc/21417.jpg,0681.jpg,1432,1924,400,False,0
21518,/home/wences/Documents/corpus-26000/corpus-26000-bc/21418.jpg,0681.jpg,1632,524,400,False,0
21519,/home/wences/Documents/corpus-26000/corpus-26000-bc/21419.jpg,0681.jpg,1632,724,400,False,0
21520,/home/wences/Documents/corpus-26000/corpus-26000-bc/21420.jpg,0681.jpg,1632,924,400,False,0
21521,/home/wences/Documents/corpus-26000/corpus-26000-bc/21421.jpg,0681.jpg,1632,1124,400,False,0
21522,/home/wences/Documents/corpus-26000/corpus-26000-bc/21422.jpg,0681.jpg,1632,1324,400,False,0
21523,/home/wences/Documents/corpus-26000/corpus-26000-bc/21423.jpg,0681.jpg,1632,1524,400,False,0
21524,/home/wences/Documents/corpus-26000/corpus-26000-bc/21424.jpg,0681.jpg,1632,1724,400,False,0
21525,/home/wences/Documents/corpus-26000/corpus-26000-bc/21425.jpg,0681.jpg,1632,1924,400,False,0
21526,/home/wences/Documents/corpus-26000/corpus-26000-bc/21426.jpg,0681.jpg,1832,324,400,False,0
21527,/home/wences/Documents/corpus-26000/corpus-26000-bc/21427.jpg,0681.jpg,1832,524,400,False,0
21528,/home/wences/Documents/corpus-26000/corpus-26000-bc/21428.jpg,0681.jpg,1832,724,400,False,0
21529,/home/wences/Documents/corpus-26000/corpus-26000-bc/21429.jpg,0681.jpg,1832,924,400,False,0
21530,/home/wences/Documents/corpus-26000/corpus-26000-bc/21430.jpg,0681.jpg,1832,1124,400,False,0
21531,/home/wences/Documents/corpus-26000/corpus-26000-bc/21431.jpg,0681.jpg,1832,1324,400,False,0
21532,/home/wences/Documents/corpus-26000/corpus-26000-bc/21432.jpg,0681.jpg,1832,1524,400,False,0
21533,/home/wences/Documents/corpus-26000/corpus-26000-bc/21433.jpg,0681.jpg,1832,1724,400,False,0
21534,/home/wences/Documents/corpus-26000/corpus-26000-bc/21434.jpg,0681.jpg,2032,324,400,False,0
21535,/home/wences/Documents/corpus-26000/corpus-26000-bc/21435.jpg,0681.jpg,2032,524,400,False,0
21536,/home/wences/Documents/corpus-26000/corpus-26000-bc/21436.jpg,0681.jpg,2032,724,400,False,0
21537,/home/wences/Documents/corpus-26000/corpus-26000-bc/21437.jpg,0681.jpg,2032,924,400,False,0
21538,/home/wences/Documents/corpus-26000/corpus-26000-bc/21438.jpg,0681.jpg,2032,1124,400,False,0
21539,/home/wences/Documents/corpus-26000/corpus-26000-bc/21439.jpg,0681.jpg,2032,1324,400,False,0
21540,/home/wences/Documents/corpus-26000/corpus-26000-bc/21440.jpg,0681.jpg,2032,1524,400,False,0
21541,/home/wences/Documents/corpus-26000/corpus-26000-bc/21441.jpg,0681.jpg,2232,324,400,False,0
21542,/home/wences/Documents/corpus-26000/corpus-26000-bc/21442.jpg,0681.jpg,2232,524,400,False,0
